@RELATION session

@ATTRIBUTE /html/rhinolophides.html {0,1}
@ATTRIBUTE / {0,1}
@ATTRIBUTE /html/ailleurs.htm {0,1}
@ATTRIBUTE /actu/madagascar/madagascar.html {0,1}
@ATTRIBUTE /html/index_museum.htm {0,1}
@ATTRIBUTE /html/materiel.htm {0,1}
@ATTRIBUTE /anglais/html/museum_gb.htm {0,1}
@ATTRIBUTE /html/Cadre_haut_etudes.htm {0,1}
@ATTRIBUTE /html/etudes.htm {0,1}
@ATTRIBUTE /html/museum.htm {0,1}
@ATTRIBUTE /anglais/html/murin.html {0,1}
@ATTRIBUTE /html/jeunesse.htm {0,1}
@ATTRIBUTE /html/prhino.htm {0,1}
@ATTRIBUTE /html/caljanv.html {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_etudes.htm {0,1}
@ATTRIBUTE /html/pedago.htm {0,1}
@ATTRIBUTE /actu/nouv_espec/nouv_espec.html {0,1}
@ATTRIBUTE /html/articles.htm {0,1}
@ATTRIBUTE /anglais/html/education.htm {0,1}
@ATTRIBUTE /html/index_etudes.htm {0,1}
@ATTRIBUTE /html/plan.htm {0,1}
@ATTRIBUTE /anglais/ {0,1}
@ATTRIBUTE /html/Cadre_haut_collection.htm {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_publicat.htm {0,1}
@ATTRIBUTE /anglais/cadre_centre_gb.htm {0,1}
@ATTRIBUTE /html/grhino.htm {0,1}
@ATTRIBUTE /html/non_exclu.htm {0,1}
@ATTRIBUTE /html/conseils.htm {0,1}
@ATTRIBUTE /anglais/html/boutique_gb.htm {0,1}
@ATTRIBUTE /html/Cadre_haut_museum.htm {0,1}
@ATTRIBUTE /html/natterer.html {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_museum.htm {0,1}
@ATTRIBUTE /anglais/html/advices.htm {0,1}
@ATTRIBUTE /html/molossides.html {0,1}
@ATTRIBUTE /html/tropical.html {0,1}
@ATTRIBUTE /actu/girouette/girouette.html {0,1}
@ATTRIBUTE /anglais/html/publicat_gb.htm {0,1}
@ATTRIBUTE /anglais/actu/realities.htm {0,1}
@ATTRIBUTE /html/jeu.htm {0,1}
@ATTRIBUTE /html/boutique.htm {0,1}
@ATTRIBUTE /html/revues/nyctalus.html {0,1}
@ATTRIBUTE /anglais/html/index_links.htm {0,1}
@ATTRIBUTE /anglais/html/pipistrelle.html {0,1}
@ATTRIBUTE /html/index_conseils.htm {0,1}
@ATTRIBUTE /html/index_rendez_vous.htm {0,1}
@ATTRIBUTE /anglais/html/index_studies.htm {0,1}
@ATTRIBUTE /anglais/html/index_education.htm {0,1}
@ATTRIBUTE /html/livre.html {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_boutique.htm {0,1}
@ATTRIBUTE /anglais/html/index_collection_gb.htm {0,1}
@ATTRIBUTE /actu/veste/veste.html {0,1}
@ATTRIBUTE /html/index_boutique.htm {0,1}
@ATTRIBUTE /html/affiche.htm {0,1}
@ATTRIBUTE /anglais/html/grhino.htm {0,1}
@ATTRIBUTE /anglais/html/rhinolophides.html {0,1}
@ATTRIBUTE /anglais/html/prhino.htm {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_advices.htm {0,1}
@ATTRIBUTE /anglais/html/minioptere.html {0,1}
@ATTRIBUTE /anglais/html/index_publicat_gb.htm {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_rendez.htm {0,1}
@ATTRIBUTE /html/Cadre_haut_rendez.htm {0,1}
@ATTRIBUTE /html/Cadre_haut.htm {0,1}
@ATTRIBUTE /anglais/html/links.htm {0,1}
@ATTRIBUTE /html/cestoni.html {0,1}
@ATTRIBUTE /html/index_pedago.htm {0,1}
@ATTRIBUTE /html/revues/fauna_flora.html {0,1}
@ATTRIBUTE /html/timbre.htm {0,1}
@ATTRIBUTE /anglais/index.htm {0,1}
@ATTRIBUTE /anglais/html/index_museum.htm {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_gb.htm {0,1}
@ATTRIBUTE /html/livres.htm {0,1}
@ATTRIBUTE /html/menu.htm {0,1}
@ATTRIBUTE /html/noctule.htm {0,1}
@ATTRIBUTE /html/video.htm {0,1}
@ATTRIBUTE /html/minioptere.html {0,1}
@ATTRIBUTE /anglais/html/menu_gb.htm {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_links.htm {0,1}
@ATTRIBUTE /html/serotine.html {0,1}
@ATTRIBUTE /anglais/html/index_boutique_gb.htm {0,1}
@ATTRIBUTE /anglais/html/index_rendez_gb.htm {0,1}
@ATTRIBUTE /anglais/html/moustache.html {0,1}
@ATTRIBUTE /anglais/html/noctule.htm {0,1}
@ATTRIBUTE /anglais/html/daubenton.html {0,1}
@ATTRIBUTE /anglais/html/studies.htm {0,1}
@ATTRIBUTE /anglais/html/vespertilion.html {0,1}
@ATTRIBUTE /anglais/html/natterer.html {0,1}
@ATTRIBUTE /anglais/html/oreillard.html {0,1}
@ATTRIBUTE /anglais/html/barbastelle.html {0,1}
@ATTRIBUTE /anglais/html/serotine.html {0,1}
@ATTRIBUTE /anglais/html/bechtein.html {0,1}
@ATTRIBUTE /html/revues/myotis.html {0,1}
@ATTRIBUTE /html/revues/acta.html {0,1}
@ATTRIBUTE /html/revues/rhinolof.html {0,1}
@ATTRIBUTE /html/calendr.htm {0,1}
@ATTRIBUTE /anglais/html/euryale.html {0,1}
@ATTRIBUTE /html/commande.htm {0,1}
@ATTRIBUTE /html/fascicul.htm {0,1}
@ATTRIBUTE /html/porte_clef.htm {0,1}
@ATTRIBUTE /html/t_shirt.htm {0,1}
@ATTRIBUTE /html/plaquet.htm {0,1}
@ATTRIBUTE /html/regions.htm {0,1}
@ATTRIBUTE /anglais/html/cestoni.html {0,1}
@ATTRIBUTE /index.htm {0,1}
@ATTRIBUTE /anglais/html/molossides.html {0,1}
@ATTRIBUTE /html/publicat.htm {0,1}
@ATTRIBUTE /cadre_centre.htm {0,1}
@ATTRIBUTE /html/rendez_vous.htm {0,1}
@ATTRIBUTE /actu/actual.htm {0,1}
@ATTRIBUTE /actu/quest_cs.pdf {0,1}
@ATTRIBUTE /html/euryale.html {0,1}
@ATTRIBUTE /anglais/html/collection_gb.htm {0,1}
@ATTRIBUTE /html/revues.htm {0,1}
@ATTRIBUTE /html/paleonto.htm {0,1}
@ATTRIBUTE /html/coll_actuel.htm {0,1}
@ATTRIBUTE /anglais/html/rendez_gb.htm {0,1}
@ATTRIBUTE /html/special.htm {0,1}
@ATTRIBUTE /anglais/html/vespertilionides.html {0,1}
@ATTRIBUTE /html/collection.htm {0,1}
@ATTRIBUTE /enquete.pdf {0,1}
@ATTRIBUTE /html/vespertilionides.html {0,1}
@ATTRIBUTE /html/murin.html {0,1}
@ATTRIBUTE /html/vespertilion.html {0,1}
@ATTRIBUTE /html/moustache.html {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_pedago.htm {0,1}
@ATTRIBUTE /anglais/html/Cadre_haut_collection.htm {0,1}
@ATTRIBUTE /html/index_ailleurs.htm {0,1}
@ATTRIBUTE /anglais/html/index_advices.htm {0,1}
@ATTRIBUTE /html/Cadre_haut_conseils.htm {0,1}
@ATTRIBUTE /html/Cadre_haut_ailleurs.htm {0,1}
@ATTRIBUTE /html/bechtein.html {0,1}
@ATTRIBUTE /html/oreillard.html {0,1}
@ATTRIBUTE /html/barbastelle.html {0,1}
@ATTRIBUTE /html/daubenton.html {0,1}
@ATTRIBUTE /html/pipistrelle.html {0,1}
@ATTRIBUTE /html/bulletin.html {0,1}
@ATTRIBUTE /html/vol.html {0,1}
@ATTRIBUTE /protege.js {0,1}
@ATTRIBUTE /jpeg/vespbecht.jpg {0,1}
@ATTRIBUTE /anglais/creefengb.js {0,1}
@ATTRIBUTE /museum.css {0,1}
@ATTRIBUTE /gif/logauch.gif {0,1}
@ATTRIBUTE /jpeg/frise_accueil.JPG {0,1}
@ATTRIBUTE /gif/logdroit.gif {0,1}
@ATTRIBUTE /jpeg/english.jpg {0,1}
@ATTRIBUTE /gif/logcentr.gif {0,1}
@ATTRIBUTE /gif/fond_gauche.gif {0,1}
@ATTRIBUTE /gif/especes.gif {0,1}
@ATTRIBUTE /gif/conseil.gif {0,1}
@ATTRIBUTE /gif/collec.gif {0,1}
@ATTRIBUTE /gif/etudes.gif {0,1}
@ATTRIBUTE /gif/pedago.gif {0,1}
@ATTRIBUTE /gif/public.gif {0,1}
@ATTRIBUTE /gif/boutique.gif {0,1}
@ATTRIBUTE /gif/rendez.gif {0,1}
@ATTRIBUTE /gif/ailleurs.gif {0,1}
@ATTRIBUTE /gif/ok.gif {0,1}
@ATTRIBUTE /gif/logo_bges.gif {0,1}
@ATTRIBUTE /creefen.js {0,1}
@ATTRIBUTE /actu/madagascar/ico_roussettes.jpg {0,1}
@ATTRIBUTE /actu/veste/ico_veste.jpg {0,1}
@ATTRIBUTE /actu/girouette/ico_faitage.jpg {0,1}
@ATTRIBUTE /actu/nouv_espec/ico_microsc.jpg {0,1}
@ATTRIBUTE /actu/veste/veste.jpg {0,1}
@ATTRIBUTE /actu/madagascar/roussettes.jpg {0,1}
@ATTRIBUTE /actu/girouette/faitage.jpg {0,1}
@ATTRIBUTE /teletype.class {0,1}
@ATTRIBUTE /jpeg/peluche.jpg {0,1}
@ATTRIBUTE /jpeg/bison.JPG {0,1}
@ATTRIBUTE /jpeg/calcouv.jpg {0,1}
@ATTRIBUTE /html/Cadre_haut_pedago.htm {0,1}
@ATTRIBUTE /html/europe.html {0,1}
@ATTRIBUTE /anglais {0,1}
@ATTRIBUTE /html/index_public.htm {0,1}
@ATTRIBUTE /html/Cadre_haut_boutique.htm {0,1}
@ATTRIBUTE /html/especes.html {0,1}
@ATTRIBUTE /html/Cadre_haut_publicat.htm {0,1}
@ATTRIBUTE /jpeg/primitif.jpg {0,1}
@ATTRIBUTE /gif/plan.gif {0,1}
@ATTRIBUTE /anglais/gif/boutique.gif {0,1}
@ATTRIBUTE /anglais/gif/advices.gif {0,1}
@ATTRIBUTE /anglais/gif/studies.gif {0,1}
@ATTRIBUTE /anglais/gif/education.gif {0,1}
@ATTRIBUTE /anglais/gif/links.gif {0,1}
@ATTRIBUTE /anglais/piqfranc.JPG {0,1}
@ATTRIBUTE /jpeg/en_vol.jpg {0,1}
@ATTRIBUTE /anglais/actu/spring.jpg {0,1}
@ATTRIBUTE /jpeg/p_rhino.jpg {0,1}
@ATTRIBUTE /jpeg/frise_museum.jpg {0,1}
@ATTRIBUTE /gif/animus.gif {0,1}
@ATTRIBUTE /jpeg/vol_bechstein.jpg {0,1}
@ATTRIBUTE /jpeg/pteropus.jpg {0,1}
@ATTRIBUTE /jpeg/desmodus_rotondus.jpg {0,1}
@ATTRIBUTE /jpeg/phyllostomus_discolor.jpg {0,1}
@ATTRIBUTE /jpeg/maison.jpg {0,1}
@ATTRIBUTE /jpeg/ico_moloss.JPG {0,1}
@ATTRIBUTE /jpeg/moloss.JPG {0,1}
@ATTRIBUTE /jpeg/ico_euryale.jpg {0,1}
@ATTRIBUTE /jpeg/ico_p_rhino.jpg {0,1}
@ATTRIBUTE /jpeg/ico_grhino.jpg {0,1}
@ATTRIBUTE /jpeg/euryale.jpg {0,1}
@ATTRIBUTE /jpeg/grhino.jpg {0,1}
@ATTRIBUTE /jpeg/ico_pipiscom.jpg {0,1}
@ATTRIBUTE /jpeg/ico_barbastrelle.jpg {0,1}
@ATTRIBUTE /jpeg/ioco_vesporeilles.jpg {0,1}
@ATTRIBUTE /jpeg/ico_vespbecht.jpg {0,1}
@ATTRIBUTE /jpeg/ico_noctleisl.jpg {0,1}
@ATTRIBUTE /jpeg/ico_vespnatterer.jpg {0,1}
@ATTRIBUTE /jpeg/ico_vespmoust.jpg {0,1}
@ATTRIBUTE /jpeg/ico_vespdard.jpg {0,1}
@ATTRIBUTE /jpeg/ico_serotine.jpg {0,1}
@ATTRIBUTE /jpeg/ico_orecom.jpg {0,1}
@ATTRIBUTE /jpeg/ico_gdmurin.jpg {0,1}
@ATTRIBUTE /jpeg/ico_minioptere.jpg {0,1}
@ATTRIBUTE /jpeg/pipisnath.jpg {0,1}
@ATTRIBUTE /jpeg/pipiscom.jpg {0,1}
@ATTRIBUTE /jpeg/vesporeilles.jpg {0,1}
@ATTRIBUTE /jpeg/barbastrelle.jpg {0,1}
@ATTRIBUTE /jpeg/vespmoust.jpg {0,1}
@ATTRIBUTE /jpeg/orecom.jpg {0,1}
@ATTRIBUTE /jpeg/oreigris.jpg {0,1}
@ATTRIBUTE /jpeg/minioptere.jpg {0,1}
@ATTRIBUTE /jpeg/gdmurin.jpg {0,1}
@ATTRIBUTE /jpeg/serotine.jpg {0,1}
@ATTRIBUTE /gif/soins.gif {0,1}
@ATTRIBUTE /gif/region.gif {0,1}
@ATTRIBUTE /jpeg/noctule.JPG {0,1}
@ATTRIBUTE /jpeg/grille.jpg {0,1}
@ATTRIBUTE /jpeg/etudes.jpg {0,1}
@ATTRIBUTE /jpeg/grenier.jpg {0,1}
@ATTRIBUTE /jpeg/armoires.JPG {0,1}
@ATTRIBUTE /jpeg/frise_rendez.jpg {0,1}
@ATTRIBUTE /jpeg/frise_collec.jpg {0,1}
@ATTRIBUTE /jpeg/frise_etudes.jpg {0,1}
@ATTRIBUTE /jpeg/frise_pedago.jpg {0,1}
@ATTRIBUTE /html/index_collection.htm {0,1}
@ATTRIBUTE /jpeg/noct_com.jpg {0,1}
@ATTRIBUTE /jpeg/vespdard.jpg {0,1}
@ATTRIBUTE /jpeg/noctleisl.jpg {0,1}
@ATTRIBUTE /jpeg/vespnatterer.jpg {0,1}
@ATTRIBUTE /jpeg/biblio.JPG {0,1}
@ATTRIBUTE /jpeg/malle.JPG {0,1}
@ATTRIBUTE /jpeg/frise_conseils.jpg {0,1}
@ATTRIBUTE /jpeg/tuyau.jpg {0,1}
@ATTRIBUTE /jpeg/frise_ailleurs.jpg {0,1}
@ATTRIBUTE /jpeg/frise_boutique.jpg {0,1}
@ATTRIBUTE /jpeg/ultrason.JPG {0,1}
@ATTRIBUTE /gif/plaquet.gif {0,1}
@ATTRIBUTE /jpeg/timbre.JPG {0,1}
@ATTRIBUTE /gif/fascicul.gif {0,1}
@ATTRIBUTE /gif/caldess.gif {0,1}
@ATTRIBUTE /gif/caltext.gif {0,1}
@ATTRIBUTE /jpeg/porte_clef.JPG {0,1}
@ATTRIBUTE /jpeg/jeu.JPG {0,1}
@ATTRIBUTE /gif/tshirt.gif {0,1}
@ATTRIBUTE /jpeg/poster.JPG {0,1}
@ATTRIBUTE /jpeg/video.jpg {0,1}
@ATTRIBUTE /jpeg/livre.jpg {0,1}
@ATTRIBUTE /jpeg/squelett.JPG {0,1}
@ATTRIBUTE /jpeg/colloque.JPG {0,1}
@ATTRIBUTE /jpeg/frise_publi.jpg {0,1}
@ATTRIBUTE /jpeg/oreilles.jpg {0,1}
@ATTRIBUTE /jpeg/echevins.JPG {0,1}
@ATTRIBUTE /jpeg/coll_actuel.JPG {0,1}
@ATTRIBUTE /jpeg/gravure.jpg {0,1}
@ATTRIBUTE /html/commande.js {0,1}
@ATTRIBUTE /awstats/icon/flags/en.png {0,1}
@ATTRIBUTE /awstats/icon/flags/de.png {0,1}
@ATTRIBUTE /awstats/icon/flags/it.png {0,1}
@ATTRIBUTE /awstats-cgi/awstats.pl?year=2004&month=08 {0,1}
@ATTRIBUTE /awstats/icon/flags/nl.png {0,1}
@ATTRIBUTE /awstats/icon/flags/es.png {0,1}
@ATTRIBUTE /awstats/icon/other/awstats_logo1.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrevu.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrevv.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrevp.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrevh.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrevk.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr1.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr2.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr3.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr4.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr5.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr6.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr7.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr8.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr9.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr10.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr11.png {0,1}
@ATTRIBUTE /awstats/icon/clock/hr12.png {0,1}
@ATTRIBUTE /awstats/icon/flags/fr.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrehp.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrehh.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrehk.png {0,1}
@ATTRIBUTE /awstats/icon/flags/ip.png {0,1}
@ATTRIBUTE /awstats/icon/flags/net.png {0,1}
@ATTRIBUTE /awstats/icon/flags/ca.png {0,1}
@ATTRIBUTE /awstats/icon/flags/com.png {0,1}
@ATTRIBUTE /awstats/icon/flags/be.png {0,1}
@ATTRIBUTE /awstats/icon/flags/ch.png {0,1}
@ATTRIBUTE /awstats/icon/flags/edu.png {0,1}
@ATTRIBUTE /awstats/icon/flags/us.png {0,1}
@ATTRIBUTE /awstats/icon/flags/uk.png {0,1}
@ATTRIBUTE /awstats/icon/flags/lu.png {0,1}
@ATTRIBUTE /awstats/icon/flags/br.png {0,1}
@ATTRIBUTE /awstats/icon/flags/au.png {0,1}
@ATTRIBUTE /awstats/icon/flags/pl.png {0,1}
@ATTRIBUTE /awstats/icon/flags/cz.png {0,1}
@ATTRIBUTE /awstats/icon/flags/at.png {0,1}
@ATTRIBUTE /awstats/icon/flags/mil.png {0,1}
@ATTRIBUTE /awstats/icon/flags/org.png {0,1}
@ATTRIBUTE /awstats/icon/flags/sk.png {0,1}
@ATTRIBUTE /awstats/icon/flags/mx.png {0,1}
@ATTRIBUTE /awstats/icon/flags/ma.png {0,1}
@ATTRIBUTE /awstats/icon/flags/dk.png {0,1}
@ATTRIBUTE /awstats/icon/other/barrehe.png {0,1}
@ATTRIBUTE /awstats/icon/browser/msie.png {0,1}
@ATTRIBUTE /awstats/icon/browser/netscape.png {0,1}
@ATTRIBUTE /awstats/icon/browser/unknown.png {0,1}
@ATTRIBUTE /awstats/icon/browser/konqueror.png {0,1}
@ATTRIBUTE /awstats/icon/browser/opera.png {0,1}
@ATTRIBUTE /awstats/icon/browser/webzip.png {0,1}
@ATTRIBUTE /awstats/icon/browser/notavailable.png {0,1}
@ATTRIBUTE /awstats/icon/browser/pdaphone.png {0,1}
@ATTRIBUTE /awstats/icon/browser/icab.png {0,1}
@ATTRIBUTE /awstats/icon/browser/webtv.png {0,1}
@ATTRIBUTE /awstats/icon/browser/lynx.png {0,1}
@ATTRIBUTE /awstats/icon/os/windows.png {0,1}
@ATTRIBUTE /awstats/icon/os/mac.png {0,1}
@ATTRIBUTE /awstats/icon/os/unknown.png {0,1}
@ATTRIBUTE /awstats/icon/os/linux.png {0,1}
@ATTRIBUTE /awstats/icon/os/osf.png {0,1}
@ATTRIBUTE /awstats/icon/os/webtv.png {0,1}
@ATTRIBUTE /awstats/icon/os/amigaos.png {0,1}
@ATTRIBUTE /awstats/icon/os/freebsd.png {0,1}
@ATTRIBUTE /awstats/icon/os/openbsd.png {0,1}
@ATTRIBUTE /awstats-cgi/awstats.pl?year=2004&month=09 {0,1}
@ATTRIBUTE /awstats/icon/flags/arpa.png {0,1}
@ATTRIBUTE /awstats/icon/flags/jp.png {0,1}
@ATTRIBUTE /awstats/icon/flags/il.png {0,1}
@ATTRIBUTE /awstats/icon/flags/ru.png {0,1}
@ATTRIBUTE /awstats/icon/flags/gn.png {0,1}
@ATTRIBUTE /awstats/icon/flags/cl.png {0,1}
@ATTRIBUTE /awstats/icon/os/sun.png {0,1}
@ATTRIBUTE /awstats/icon/os/irix.png {0,1}
@ATTRIBUTE /gif/nyctalus.gif {0,1}
@ATTRIBUTE /jpeg/fossile.JPG {0,1}
@ATTRIBUTE /jpeg/capucins.JPG {0,1}
@ATTRIBUTE /html/revues/mammalia18.html {0,1}
@ATTRIBUTE /html/revues/rhino3.html {0,1}
@ATTRIBUTE /html/revues/acta1_2.html {0,1}
@ATTRIBUTE /html/revues/myotis28.html {0,1}
@ATTRIBUTE /gif/acta.gif {0,1}
@ATTRIBUTE /gif/myotis.gif {0,1}
@ATTRIBUTE /gif/rhinolof.gif {0,1}

@DATA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
